,idx,title,ingredients,directions,#actions
193455,193455,Stir-Fry Chicken And Vegetables,"[""3 oz. boneless skinless chicken, cubed or cut in slices"", ""1/2 c. broccoli florets"", ""1/2 c. onion, coarsely chopped"", ""1/2 c. pea pods"", ""1/2 medium green pepper, cut in strips"", ""1/2 to 3/4 c. chicken broth (Healthy Request)"", ""3 to 4 mushrooms (fresh)"", ""pepper to taste""]","[""Spray frying pan or wok with butter flavor Pam."", ""Quickly saute over medium-high heat the cubed chicken meat; add some water (1/4 cup) to bring up flavor."", ""After chicken is just about done, remove and set aside in covered dish."", ""Re-spray pan."", ""Over medium heat, add onion and green pepper; when onion is partially cooked, add broccoli."", ""Cover, heat and add 1/4 to 1/2 cup of chicken broth and season to taste."", ""When those vegetables are tender-crisp, add pea pods and sliced mushrooms, continue sauteing."", ""Stir 1 teaspoon cornstarch and remaining broth (water can be used or added for more juices); set aside."", ""Add chicken; saute some more to heat and mix thoroughly."", ""Add cornstarch mix."", ""Turn off heat and serve over 2/3 cup rice."", ""Each serving:"", ""325 calories (including rice), 2 gm. fat.""]",9
207682,207682,Easy Baked Beans,"[""2 1 lb. can of pork and beans"", ""4 strips of bacon"", ""1 small onion"", ""3 Tbsp. of brown sugar"", ""1/2 cup of ketchup"", ""1 tsp. of black pepper"", ""1/2 tsp. of salt"", ""2 pounds of snap or string beans, mature but not leathery"", ""1/4 lb. piece of salt port"", ""1/4 tsp. salt"", ""2 tsp. ground red pepper"", ""1 1/2 tsp. salt"", ""1 1/2 tsp. black pepper"", ""1 1/4 tsp. ground paprika"", ""1 tsp. dry mustard"", ""1 tsp. ground cumin"", ""1/2 tsp. dried thyme leaves"", ""1/2 tsp. dried oregano leaves"", ""2 bay leaves"", ""2 Tbsp. vegetable oil"", ""1/2 lb. chicken gizzards, ground"", ""1/4 lb. ground pork"", ""1/2 cup onion, finely chopped"", ""1/2 cup celery, finely chopped"", ""2 tsp. minced garlic"", ""2 tsp. unsalted butter"", ""2 cups chicken broth"", ""1/3 lb chicken livers, ground"", ""3/4 cup uncooked rice (converted preferred)"", ""1/2 cup bell pepper, finely chopped""]","[""Combine seasoning mix ingredients in small bowl and set aside. Place the vegetable oil, gizzards and pork in a large skillet over high heat."", ""Let cook until meat is thoroughly brown, stirring occasionally."", ""(5-7 minutes) Stir in the seasoning mix then add the onions, celery, garlic and bell peppers."", ""Scrape pan bottom well. Add the butter and heat until melted."", ""Reduce heat to medium and cook about 8 minutes, stirring constantly and scraping bottom of skillet well."", ""Add the broth and cook until any of the mixture that may be stuck come loose."", ""Cook over high heat for about 8 minutes, stirring once."", ""Stir in the chicken livers and cook 2 minutes."", ""Add the rice, cover and cook for 5 minutes."", ""Remove from heat and leave covered for 10 minutes."", ""Remove bay leaves before serving.""]",9
207785,207785,Chocolate Mudpie Cookies,"[""1 c. pecans or walnuts"", ""1/4 c. all-purpose flour"", ""1/4 tsp. baking powder"", ""1/8 tsp. salt"", ""1 lb. semisweet chocolate chips, divided"", ""2 Tbsp. unsalted butter, cut into small pieces"", ""1/2 c. sugar"", ""2 large eggs"", ""1 tsp. vanilla extract""]","[""Put nuts in a skillet over medium heat."", ""Toast until fragrant, about 5 minutes, stirring often."", ""Transfer to a cutting surface."", ""When cool enough to handle, chop coarsely and set aside. In a bowl, combine flour, baking powder and salt, whisking to blend."", ""Set aside."", ""In top of a double boiler over simmering water, combine 1/2 of chocolate with butter."", ""Stir gently until melted."", ""Remove from heat and set aside to cool slightly."", ""In bowl of an electric mixer, combine sugar and eggs, beat at high speed until thick and pale yellow, about 5 minutes."", ""Lower speed to medium."", ""Add chocolate mixture and vanilla, blending well."", ""On low speed, add flour mixture and beat just until incorporated."", ""Stir in nuts and remaining chocolate."", ""Cover bowl tightly with plastic wrap and refrigerate until firm enough to handle, about 1 hour. Preheat oven to 350 degrees."", ""Line 2 baking sheets with parchment paper."", ""Using a 1/4 cup ice cream scoop or a large tablespoon, drop portions of dough about 3 inches apart on sheets."", ""Press down with fingers to form rounds about 1/2 inch thick."", ""Transfer 1 baking sheet at a time to center oven rack and bake 10 to 12 minutes or until cookies are set, but still a little soft in center."", ""Cool sheet on a wire rack 10 to 15 minutes."", ""Using a wide spatula, transfer cookies to a wire rack and cool completely. Makes about 1 dozen.""]",9
212924,212924,Mexican Lasagna,"[""1 lb. ground beef"", ""1 can (16 oz.) whole tomatoes"", ""1 pkg. (1 1/8 oz.) Durkee taco seasoning"", ""1 can Durkee French fried onions"", ""1 carton (12 oz.) cottage cheese"", ""1 1/2 c. (6 oz.) shredded Cheddar cheese"", ""2 eggs, slightly beaten"", ""12 (6 inch) flour or corn tortillas"", ""1 tomato, chopped"", ""shredded lettuce"", ""2 Tbsp. butter"", ""2 Tbsp. vegetable oil"", ""2 to 3 cloves garlic, peeled"", ""1 frying chicken (2 1/2 lb.), washed in cold water, quartered and thoroughly dried in towel"", ""a small bunch fresh rosemary, cut in two or 1/2 tsp. dried rosemary leaves"", ""salt to taste"", ""freshly ground pepper (6 twists of the mill)"", ""1/2 c. dry white wine""]","[""Heat the butter and oil in a deep skillet or saute pan over medium heat."", ""When the butter foam begins to subside, add the garlic and chicken quarters, skin side down or skinless."", ""When the chicken is well browned on one side, turn pieces over and add the rosemary."", ""If the garlic starts to blacken, remove it."", ""If however, the garlic turns deep brown, leave it until the chicken is cooked. Control the heat so that the oil stays hot but doesn't burn anything."", ""When you have browned the chicken well on all sides, add a large pinch of salt, pepper and the wine."", ""Allow the wine to bubble rapidly for 2 to 3 minutes."", ""Lower heat to simmer and cover the pan."", ""Cook slowly until the chicken is tender to prick with a fork."", ""Turn the chicken 2 or 3 times while cooking."", ""If the cooking liquid begins to dry up, add 2 or more tablespoons water as needed. Transfer the chicken to a warm serving platter, removing most of the cooking fat from pan."", ""Add water to taste and scrape bottom of pan to mix in the cooking juices thoroughly."", ""Pour this over the chicken or make a gravy-like mixture to serve over rice."", ""Serves 4.""]",9
214939,214939,Chicken Breasts In Phyllo,"[""2 Tbsp. butter"", ""1/2 c. sliced fresh mushrooms"", ""1/4 c. chopped fresh tomatoes"", ""1/4 tsp. chopped thyme"", ""1/4 c. diced, smoked Mozzarella cheese"", ""pinch of salt and pepper"", ""4 boneless chicken breast halves"", ""8 sheets phyllo dough"", ""1/2 c. (1 stick) butter""]","[""Preheat oven to 375\u00b0."", ""Over medium heat, melt butter (2 tablespoons) in skillet; add mushrooms and tomatoes."", ""Let mixture cook dry (about 4 minutes)."", ""Turn off; pour mixture into mixing bowl."", ""Add thyme and cheese; mix and add pinch of salt and pepper and mix again."", ""Open chicken breast; sprinkle with pinch of salt and pepper."", ""Stuff with cheese mixture."", ""Fold breast around itself."", ""Lay 1 sheet of phyllo dough on clean surface; brush sheet with melted butter and place another"", ""sheet over the buttered sheet and brush with melted butter."", ""Cut phyllo in half, making 2 squares."", ""Place one square on top of other,"", ""making total of 4 layers of dough."", ""Place chicken breast in middle of phyllo square. Fold around breast, sealing breast inside dough."", ""Place on baking sheet, seam side down."", ""Repeat process for other 3 breasts."", ""Bake for 20 to 30 minutes, depending on size of breasts."", ""Serve immediately while dough is crispy.""]",9
216783,216783,Vegetarian Meatballs,"[""6 to 8 carrots"", ""1 c. chopped onion"", ""1 1/2 c. water"", ""1 Tbsp. tamari"", ""1 1/2 c. TVP"", ""1 1/2 c. sunflower seeds, finely ground"", ""3 Tbsp. olive oil"", ""1 Tbsp. olive oil"", ""1 c. finely chopped zucchini"", ""1 vegetable bouillon cube"", ""2 tsp. curry powder"", ""3 green onions, finely chopped"", ""1/2 tsp. sea salt""]","[""Cut the greens off the carrots."", ""Juice the carrots and reserve 2 cups of the pulp."", ""In a large skillet, heat the 1 tablespoon olive oil over low heat."", ""Add the onion and zucchini and saut until the onion is translucent, about 5 minutes."", ""In a small saucepan over high heat, boil the water."", ""Remove the saucepan from the heat and add the bouillon cube, tamari and curry."", ""When the cube is dissolved, stir the hot broth."", ""In a large bowl, combine the hot broth and TVP."", ""Let the mixture sit until the TVP is hydrated (10 minutes)."", ""Add the pulp and sunflower seeds and mix with spoon or hands."", ""Add the sauted vegetables and green onion and mix again."", ""Mix in salt."", ""Pinch off a small piece of the mixture and form balls."", ""In a large skillet, pour in just enough of the remaining oil to coat the bottom."", ""Add the meatballs and cook them over low heat, turning to keep them from sticking, until golden brown on all sides, for 12 minutes."", ""Remove from skillet with a slotted spoon.""]",9
224307,224307,Taco Pie,"[""1 deep-dish pie shell"", ""1 lb. ground beef"", ""1 medium chopped onion"", ""1 pkg. taco seasoning"", ""1 can refried beans"", ""1 jar taco sauce"", ""2 c. shredded Cheddar cheese"", ""crushed tortilla chips"", ""shredded lettuce"", ""tomato""]","[""Preheat cookie sheet in oven to 400\u00b0."", ""Thaw pie crust 10 minutes."", ""Prick bottom and sides of pie crust."", ""Bake 10 minutes. Reduce heat to 350\u00b0."", ""Brown meat and onion; drain fat."", ""Add taco seasoning mix to meat according to package directions."", ""Mix beans and 1/3 cup taco sauce; mix well."", ""Layer half of refried beans mixture in bottom of pie crust."", ""Top with seasoned meat, 1/2 cheese and tortilla chips."", ""Repeat layers."", ""Bake on preheated cookie sheet 20 to 25 minutes."", ""Top with lettuce, tomatoes, sour cream, olives, etc.""]",9
226691,226691,Chocolate-Strawberry Mousse Cups,"[""6 sq. semi-sweet chocolate"", ""1 Tbsp. vegetable shortening"", ""1 (10 oz.) pkg. frozen strawberries, thawed"", ""1 1/2 envelopes unflavored gelatin"", ""1/4 c. sugar"", ""2 egg whites"", ""1 c. heavy cream""]","[""Melt chocolate and shortening in top of double boiler over hot water. Remove from heat, but keep top over warm water."", ""Spread thin layer of chocolate over insides of 12 pleated foil cupcake liners."", ""If sides of cups are thin, place in muffin pan cups. Refrigerate 1 hour or"", ""until firm."", ""Coat a second time."", ""Extra chocolate can be used for dipping strawberries."", ""Gently peel foil from cups."", ""Keep refrigerated until ready to fill. Puree strawberries in blender. Transfer to saucepan. Sprinkle gelatin and 2 tablespoons of the sugar over top."", ""Place over low heat. Stir to dissolve gelatin and sugar. Transfer to large bowl. Place over ice water, stirring often, until mixture begins to thicken."", ""Beat egg whites until foamy. Beat in remaining 2 tablespoons sugar, a tablespoon at a time, until meringue forms soft peaks."", ""Beat cream in another bowl until stiff."", ""Fold whipped cream, then meringue into strawberry mixture."", ""Pipe mixture through large decorating tube into each chocolate cup."", ""Chill. Garnish with chocolate dipped strawberry, if desired."", ""Makes 12 servings.""]",9
241923,241923,Taco Pie,"[""1 deep dish pie crust (frozen type)"", ""1 lb. ground beef"", ""1 medium onion, chopped"", ""1 pkg. taco seasoning mix"", ""1 (16 oz.) can refried beans"", ""1 (8 oz.) jar taco sauce"", ""2 c. (8 oz.) shredded Cheddar cheese"", ""12 tortilla chips, crushed"", ""shredded lettuce"", ""chopped tomato""]","[""Preheat oven and cookie sheet to 400\u00b0."", ""Thaw pie crust 10 minutes."", ""Prick bottom of pie crust with fork."", ""Bake shell for 10 minutes on cookie sheet."", ""Reduce oven to 350\u00b0."", ""In skillet cook ground beef and onion until meat is browned."", ""Drain excess fat. Add taco seasoning mix to meat according to package."", ""In small bowl combine beans and 1/3 cup taco sauce; mix well."", ""Layer half of bean mixture in bottom of pie crust."", ""Top with seasoned meat, 1 cup cheese and nacho chips."", ""Repeat layers."", ""Bake 20 to 25 minutes. Remove from oven."", ""Top with lettuce and tomato."", ""Add additional taco sauce.""]",9
241972,241972,Pizza Pasta Pie,"[""1 Tbsp. toasted wheat germ"", ""1 Tbsp. Parkay margarine"", ""3 oz. spaghetti, cooked and drained"", ""2 eggs"", ""1/4 c. Kraft grated Parmesan cheese"", ""1 (10 oz.) pkg. frozen chopped spinach, thawed and well drained"", ""3/4 c. cream-style cottage cheese"", ""8 oz. can pizza sauce"", ""1/2 c. finely shredded carrot"", ""2 1/2 oz. jar mushroom stems and pieces, drained and chopped"", ""1/2 tsp. dried basil, crushed"", ""1/2 tsp. dried oregano, crushed"", ""dash of garlic powder"", ""1/2 c. Kraft shredded Mozzarella cheese""]","[""Grease\ta"", ""3/4-quart"", ""baking dish."", ""Sprinkle with wheat germ; set aside.\tIn a small mixing bowl, stir margarine into hot spaghetti.\tBeat"", ""1 of the eggs and add to spaghetti with half"", ""of the Parmesan cheese and 1/8 teaspoon salt; mix well. Form spaghetti"", ""mixture into a crust in prepared dish."", ""Using paper toweling,"", ""squeeze\texcess\tliquid from drained spinach over pasta crust."", ""Drain the cottage cheese."", ""In a small bowl, beat remaining egg; add the drained cottage cheese and remaining"", ""Parmesan cheese."", ""Spoon"", ""cottage cheese mixture over the spinach"", ""layer. In\ta medium sized bowl, combine pizza sauce, shredded"", ""carrot, chopped mushrooms, basil, oregano and garlic powder;"", ""spoon"", ""pizza sauce mixture over cottage cheese layer. Bake, uncovered,"", ""at 350\u00b0 for 30 to 35 minutes or until pie is heated through."", ""Top with Mozzarella cheese.\tLet stand for 10 minutes before serving. Serves 4.""]",9
244782,244782,Chicken Breasts With Shredded Mushrooms,"[""1 can (10 oz.) chicken broth, undiluted"", ""vegetable cooking spray or butter"", ""2 cups fresh mushrooms, sliced"", ""3 Tbsp. fresh parsley, chopped"", ""4 chicken breasts, skinned and boned"", ""2 Tbsp. all-purpose flour"", ""1 Tbsp. butter, melted"", ""1/4 tsp black pepper"", ""2 Tbsp. shallots, minced"", ""1 1/2 tsp cornstarch"", ""1/4 tsp salt""]","[""In a small saucepan bring broth to a boil."", ""Cook until reduced to 1 cup (about 5 minutes)."", ""Set aside."", ""Combine flour, pepper and salt, sprinkle over chicken, both sides."", ""Coat a large skillet with cooking spray, place over medium heat until hot."", ""Add chicken, cook 5 minutes per side or until browned."", ""Remove chicken from skillet and set aside."", ""Add butter to skillet, heat until melts, then add mushrooms and shallots, stirring constantly. Saute until tender."", ""Combine 1 Tbsp. sherry and cornstarch, stir well, set aside."", ""Add remaining 3 Tbsp sherry and broth to skillet."", ""Bring to a boil."", ""Cook until sauce is reduced to 3/4 cup."", ""Add cornstarch mixture."", ""Cook stirring constantly, until mixture is thickened."", ""Return chicken to skillet, cover, reduce heat and simmer for about 10 minutes."", ""Transfer chicken to a serving plate, top evenly with mushroom mixture."", ""Sprinkle with freshly cut parsley.""]",9
252533,252533,Kulfi(Indian Ice Cream)  ,"[""2 cans Carnation evaporated milk"", ""1 can Carnation condensed milk"", ""4 to 5 cardamoms (optional, Oriental grocery store)"", ""10 to 15 pistachios, peeled (unsalted)"", ""10 to 15 almonds (unsalted)""]","[""Coarsely grind almonds and pistachios."", ""Remove the skin of the cardamom and powder it in a spice mill."", ""In a mixing bowl, mix the two cans of evaporated milk and condensed milk."", ""Mix in half of the nut mixture and cardamom powder."", ""Mix well until the condensed milk dissolves into the evaporated milk."", ""Transfer the mixture into a plastic container with a lid."", ""Freeze the mixture until the ice cream has set."", ""Remove the container about 10 minutes before serving."", ""Sprinkle rest of the nut mixture."", ""Cut the ice cream into squares or scoop with an ice cream scoop."", ""(The nut mixture can be sprinkled after portioning into individual plates.)""]",9
253701,253701,Crab And Brie Quesadilla,"[""2 Granny Smith apples, peeled, cored, and roughly chopped"", ""1 c. apple cider vinegar"", ""1/4 c. granulated sugar"", ""1 Tbsp. minced shallots"", ""1 Tbsp. minced seeded jalapeno"", ""1 tsp. minced garlic"", ""1 c. jumbo lump crabmeat"", ""salt"", ""black pepper, freshly ground"", ""3 Tbsp. chopped green onions, tops only"", ""1/4 c. sliced almonds"", ""4 large flour tortillas"", ""1 lb. Brie, thinly sliced"", ""1/4 c. vegetable oil"", ""2 tsp. minced chives, garnish""]","[""Preheat the oven to 350 degrees."", ""In a small sauce pan, combine the apples, vinegar, sugar, shallots, jalapeno, and garlic to make the chili-apple glaze."", ""Bring to a boil over medium-high heat. Reduce the heat to medium-low and simmer until the apples are translucent and soft and the vinegar has reduced by half, about 15 minutes."", ""Remove from the heat and cool for at least 10 minutes. Once cool, transfer to a blender or food processor and puree until smooth, about 1 minute."", ""Season to taste with salt and pepper."", ""Set glaze aside."", ""Place the crabmeat in a bowl and season, to taste, with salt and pepper."", ""Add the green onions and toss gently to combine."", ""Cover and refrigerate."", ""Spread the almonds on a small baking sheet and toast until golden brown, about 15 minutes. Remove from oven and allow to cool."", ""Place the tortillas on a work surface."", ""Spread 1/4 cup of the crabmeat mixture evenly over half of each tortilla."", ""Place 5 to 6 slices of the Brie on top of the crabmeat."", ""Fold the remaining half of the tortilla over, forming a half-moon shape."", ""Heat 2 tablespoons of the oil in a large griddle or skillet over medium heat."", ""When smoking hot, carefully lay the quesadilla in the oil."", ""Fry on 1 side until golden brown, about 2 minutes, turn with a spatula and cook until golden brown on the second side and the cheese is melted, 1 to 2 minutes."", ""Remove and repeat with the remaining quesadillas, adding more oil as needed. To serve, cut each quesadilla into 4 triangles."", ""Spread 1/4 cup of the Chili-Apple Glaze on each plate, and top with quesadilla quarters."", ""Garnish with the toasted almonds and chopped chives.""]",9
256653,256653,Southern Pralines,"[""1 1/2 c. sugar"", ""1 1/2 c. packed brown sugar"", ""1 c. light cream"", ""3 Tbsp. butter or margarine"", ""2 c. pecan halves""]","[""Butter the sides of a heavy 2-quart saucepan."", ""In the saucepan combine sugar, brown sugar and cream."", ""Cook over medium-high heat to boiling, stirring constantly with a wooden spoon to dissolve sugars."", ""This should take 6 to 8 minutes."", ""Avoid splashing mixture on sides of pan."", ""Carefully clip candy thermometer to pan."", ""Cook over medium-low heat, stirring occasionally, until thermometer registers 234\u00b0, soft ball stage."", ""Mixture should boil at moderate, steady rate over entire surface."", ""Reaching soft ball stage should take 16 to 18 minutes."", ""Remove pan from heat."", ""Add the butter, but do not stir."", ""Cool, without stirring to 150\u00b0, about 30 minutes. Remove thermometer."", ""Immediately stir in pecans."", ""Beat vigorously with the wooden spoon until candy is just beginning to thicken but is still glossy."", ""This should take 2 to 3 minutes."", ""Drop from a teaspoon onto a baking sheet lined with waxed paper."", ""If candy becomes too stiff to drop, stir in a few drops of hot water."", ""Store tightly covered."", ""Makes about 36 pralines.""]",9
256705,256705,Excellent Gnocchi(Servings:  4)  ,"[""vegetable oil"", ""3 c. milk"", ""1 1/2 tsp. salt"", ""1 pinch nutmeg"", ""1 pinch pepper"", ""2 egg yolks, lightly beaten"", ""1 c. Parmesan cheese, grated"", ""6 Tbsp. butter"", ""1 c. semolina flour""]","[""Line bottom of 15 x 10 x 1-inch pan with aluminum foil. Generously oil the foil."", ""Heat milk, salt, nutmeg and pepper in heavy 3-quart saucepan over medium-high heat just to simmering. Do not boil."", ""Reduce heat to medium-low; begin whisking or stirring milk briskly and add semolina in thin steady stream, taking care not to let lumps form."", ""Cook, stirring frequently, until thick enough for spoon to stand upright and unsupported in center of mixture, 5 to 10 minutes."", ""Reduce heat to low; continue cooking, stirring constantly, until very thick, about 5 minutes longer."", ""Remove from heat."", ""Add egg yolks, 3/4 cup of the cheese and 2 tablespoons of the butter to semolina mixture; stir until butter is melted and mixture is smooth."", ""Transfer mixture to prepared pan."", ""Pat out with spatula to 3/8-inch thick. Refrigerate uncovered until cold, at least 1 hour."", ""Heat oven to 425\u00b0."", ""Turn mixture out of pan onto flat surface; peel off foil. Cut gnocchi out of mixture with 2-inch round cutter."", ""Arrange gnocchi overlapping in 10-inch shallow flameproof baking dish. Melt remaining 4 tablespoons butter in small saucepan."", ""Drizzle melted butter over gnocchi; sprinkle with remaining 1/4 cup cheese."", ""Bake until crisp and golden, 20 to 25 minutes."", ""Place under broiler about 1 to 2 minutes."", ""Serve at once.""]",9
260050,260050,Spinach Artichoke Dip,"[""1 (10 oz.) pkg. frozen chopped spinach"", ""1 1/2 c. milk"", ""1/3 tsp. ground mustard"", ""1/2 tsp. garlic powder"", ""1/4 tsp. cayenne pepper"", ""1 Tbsp. chopped yellow onion"", ""1 1/2 Tbsp. butter, melted"", ""2 Tbsp. flour"", ""2 1/2 oz. Cheddar cheese"", ""1 1/2 oz. Monterey Jack cheese"", ""2 1/2 oz. Velveeta cheese"", ""4 oz. artichoke hearts"", ""1/2 c. grated Monterey Jack cheese (for topping)"", ""tortilla chips"", ""sour cream (optional)"", ""salsa (optional)""]","[""Thaw spinach."", ""Heat milk and spices in a saucepan over medium heat to just below boil."", ""Reduce heat to low and simmer."", ""Finely chop onion and saute in 1/2 tablespoon butter on medium heat for 5 to 8 minutes."", ""Add to saucepan."", ""Combine the remaining 1 tablespoon melted butter with the flour in a small saute pan. (This is the first step of making a roux, which will thicken the sauce.)"", ""Mix until completely blended; cook on low heat 3 to 4 minutes to make roux."", ""Add roux to saucepan and mix well. Continue to cook until sauce thickens."", ""Cut the Cheddar, Jack and Velveeta cheeses into small cubes and add to saucepan."", ""Heat over low heat and slowly stir until cheese is melted."", ""Be careful not to burn the sauce."", ""Remove from heat and cool 15 minutes."", ""Drain artichokes and gently squeeze the water out of them."", ""Cut the artichokes into 1/4-inch strips."", ""Set aside."", ""Squeeze as much water as possible out of the spinach."", ""Add spinach and artichokes to sauce mix."", ""Mix until completely blended."", ""Transfer to a 8 x 8 x 2 casserole dish and top with grated Monterey Jack cheese."", ""Bake at 350\u00b0 for 12 to 15 minutes."", ""Serve with tortilla chips, sour cream and salsa.""]",9
269199,269199,Beef And Noodles,"[""1 lb. boneless round steak"", ""1 Tbsp. cooking oil"", ""1/2 c. onion, chopped"", ""4 c. beef broth"", ""2 Tbsp. vinegar"", ""1/4 tsp. pepper"", ""8 oz. noodles"", ""3 Tbsp. flour""]","[""Cut meat into cubes."", ""In a large saucepan brown half of the meat in hot oil."", ""Remove the meat from the pan."", ""Brown the remaining meat with onion and garlic (if desired)."", ""Drain fat. Return all meat to pan."", ""Stir in beef broth, vinegar, and pepper. Bring to a boil."", ""Reduce heat, simmer for 1 hour."", ""Stir noodles into broth mixture."", ""Bring to boiling."", ""Reduce heat."", ""Cook for 30 minutes."", ""Drain meat and noodles."", ""Reserve 2 1/2 cups of the liquid."", ""Return liquid to pan."", ""Stir together 1/4 cup beef broth and flour."", ""Stir into mixture in pan."", ""Cook and stir till thickened and bubbly."", ""Stir in beef and noodles."", ""Heat thoroughly."", ""Makes 4 servings.""]",9
272819,272819,Coco-Nut Caramel Chews(Microwave)  ,"[""5 ounces soft caramel candies, 24 pieces, unwrapped"", ""1/2 cup unsalted dry roasted peanuts"", ""1/4 cup white chocolate chip morsels, 2 handfuls"", ""1 1/4 cups sweetened coconut flakes"", ""Vegetable cooking spray""]","[""Line a 8 by 8-inch square microwave safe dish with plastic wrap allowing the wrap to come over the sides."", ""Spray the prepared dish with cooking spray."", ""Spray a medium size, microwave safe bowl with cooking spray."", ""To the prepared bowl, add the caramel candies, peanuts, white chocolate and 1/2 cup of the coconut."", ""Give it a stir to combine."", ""Set the microwave for 1 minute 30 seconds on high."", ""Place the bowl in the microwave and cook 1 minute."", ""Stop the microwave, stir the mixture, return to microwave to cook 30 seconds longer."", ""Remove the mixture and stir."", ""Scrape it into the prepared square pan."", ""Flatten the mixture with a rubber spatula evenly. Cover the top of the candy with remaining coconut, using the rubber spatula to press it in slightly."", ""If the mixture is too firm on top for the coconut to stick, place the mixture back in the microwave for 10 seconds, then resume pressing the coconut into the candy. Allow the candies to cool completely."", ""Remove the entire block, using the plastic wrap to help you pull it out."", ""Using a sharp knife, cut candy into small, 1-inch squares.""]",9
290741,290741,Orange Dill Braised Chicken,"[""3 lb. chicken parts (dark), washed and patted dry"", ""salt and pepper to taste"", ""3 Tbsp. olive oil"", ""2 Tbsp. orange zest, finely grated"", ""2 cloves garlic, minced"", ""2 Tbsp. fresh dill, chopped"", ""1 c. white wine"", ""1 1/2 c. chicken broth"", ""2 carrots, peeled and cut into thin strips"", ""2 ribs celery, cut into thin strips"", ""1 red bell pepper, seeded and cut into thin strips"", ""2 Tbsp. cornstarch"", ""1/4 c. orange juice""]","[""Season chicken with salt and pepper."", ""In a pressure cooker, over high heat, brown the chicken on all sides in olive oil, in several batches."", ""Remove chicken."", ""Add the orange zest, garlic, dill and wine."", ""Stir to remove any brown bits clinging to the bottom of the pan."", ""Bring to a boil and add chicken broth and reserved brown chicken pieces."", ""Seal pressure cooker and cook over high heat until steam flows steadily."", ""Turn heat down so that steam keeps a constant stream."", ""Cook for 10 minutes."", ""Remove from heat, cool pressure cooker under running cold water and release steam."", ""Open cooker carefully; add carrots, celery and pepper. Seal cooker and cook for 2 minutes."", ""Release steam and open cooker."", ""Remove chicken and vegetables to a deep dish."", ""Dissolve cornstarch in the orange juice and add to the liquid in the pan. Boil until lightly thickened, about 1 minute."", ""Pour over chicken and serve."", ""Serves 4.""]",9
298468,298468,Dream Cheesecake,"[""1/4 cup butter"", ""1 cup fine graham cracker crumbs"", ""1 tsp. cream of tartar"", ""6 eggs, separated"", ""1 1/2 cups + 3 tbsp. sugar"", ""1 - 9 oz. cream cheese"", ""3 tbsp. flour"", ""1/2 tsp. salt"", ""1 pint sour cream"", ""1 tsp. vanilla extract""]","[""Have all ingredients at room temperature."", ""Butter generously a 9-inch spring form pan."", ""Mix butter and crumbs well; reserve 1/4 cup of crumb mixture."", ""Press remainder of crumb mixture in bottom of pan (firmly)."", ""Add cream of tartar to egg whites and beat until foamy."", ""Gradually add 3 tablespoons sugar and beat until stiff. Set aside."", ""Beat cheese until soft."", ""Mix 1 1/2 cup sugar, flour and salt."", ""Gradually beat into cheese."", ""Add egg yolks, one at a time, beating thoroughly after each one."", ""Add sour cream and vanilla, mix well."", ""Fold egg white thoroughly into rest."", ""Pour into prepared pan."", ""Sprinkle reserved 1/4 cup crumbs over top."", ""Bake in preheated oven at 350 for 1 1/4 hours or until firm."", ""Turn off heat, open oven door and leave cake in oven for 10 minutes."", ""Remove from oven and let stand on cake rack, away from drafts, until cool."", ""Chill over night or until totally firm.""]",9
302963,302963,Pepperoni Bread,"[""1 loaf frozen white bread dough"", ""olive oil"", ""Parmesan cheese"", ""1/2 lb. thinly sliced pepperoni"", ""3/4 c. shredded Mozzarella cheese"", ""Italian seasoning"", ""1 egg white""]","[""Thaw bread dough, but do not let it rise."", ""Roll out to approximately 8 1/2 x 11-inch."", ""Lightly sprinkle with olive oil. Sprinkle with grated Parmesan cheese."", ""Layer with thinly sliced pepperoni, making sure to completely cover the dough."", ""Sprinkle shredded Mozzarella cheese over pepperoni."", ""Lightly sprinkle with olive oil."", ""Next, sprinkle with Italian seasoning."", ""Sprinkle with more grated Parmesan cheese."", ""Now roll the dough into a loaf."", ""Roll from the narrow end, rolling firmly to ensure the pepperoni and cheese stay inside the dough."", ""Seal the ends firmly and place on a foil-lined cookie sheet with the seal down."", ""The bread needs to rise for a couple of hours, covered with a sheet of waxed paper or dish towel."", ""Before baking, brush the top of the loaf with an egg white."", ""Bake the length of time and at the temperature stated on the frozen bread dough wrapper."", ""Once this is baked and cooled, it may be refrozen if properly wrapped."", ""Just thaw and reheat wrapped in foil."", ""This makes a delicious entree served with a salad or as a hot appetizer.""]",9
